X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
232,Baker,Brian,2018-2019,Aug 2003 -  ,Gardner-Webb University ,Men's Cross Country ,0.9958,0.0042,male
233,Baker,Brian,2018-2019,Aug 2003 -  ,Gardner-Webb University ,"Men's Track, Outdoor ",0.9958,0.0042,male
234,Baker,Brian,2018-2019,Sep 2000 -  ,Gardner-Webb University ,"Women's Track, Outdoor ",0.9958,0.0042,male
235,Baker,Brian,2018-2019,Sep 2001 -  ,Gardner-Webb University ,"Women's Track, Indoor ",0.9958,0.0042,male
236,Baker,Cedric,2018-2019,Sep 2003 -  ,Savannah State University ,Women's Basketball ,0.9923,0.0077,male
237,Baker,Kevin,2018-2019,May 2017 -  ,University of Texas at El Paso ,Women's Basketball ,0.9951,0.0049,male
238,Baker,Mitchell,2018-2019,Sep 2011 - Jul 2019 ,Brown University ,Women's Cross Country ,0.9928,0.0072,male
239,Baker,Patrick,2018-2019,Mar 2013 -  ,Florida Atlantic University ,Women's Soccer ,0.9955,0.0045,male
240,Baker,Ryan,2018-2019,Aug 2006 -  ,Colgate University ,Women's Volleyball ,0.9768,0.0232,male
241,Baker,Tommy,2018-2019,Jul 2018 -  ,James Madison University ,Women's Golf ,0.9862,0.0138,male
242,Bakich,Erik,2018-2019,Aug 2012 -  ,University of Michigan ,Baseball ,0.9952,0.0048,male
243,Balado,Mike,2018-2019,Apr 2017 -  ,Arkansas State University ,Men's Basketball ,0.9966,0.0034,male
244,Balducci,Robin,2018-2019,Sep 1991 -  ,University of New Hampshire ,Field Hockey ,0.123,0.877,female
245,Baldwin,Patrick,2018-2019,Jul 2017 -  ,University of Wisconsin-Milwaukee ,Men's Basketball ,0.9955,0.0045,male
246,Baldwin,Tim,2018-2019,Sep 2015 -  ,University of Louisiana Monroe ,Men's Golf ,0.9975,0.0025,male
247,Baldwin,Tim,2018-2019,Nov 2018 -  ,University of Louisiana Monroe ,Women's Golf ,0.9975,0.0025,male
248,Ball,Bill,2018-2019,Aug 2003 -  ,Central Connecticut State University ,Women's Swimming and Diving ,0.9971,0.0029,male
249,Ball,Chris,2018-2019,Feb 2019 -  ,Northern Arizona University ,Football ,0.8507,0.1493,male
250,Ball,Matt,2018-2019,Aug 2003 -  ,Virginia Commonwealth University ,Men's Golf ,0.9997,0.0003,male
251,Ball-Malone,Cindy,2018-2019,Jul 2018 -  ,University of Central Florida ,Softball ,0.0028,0.9972,female
252,Ballard,Jeremy,2018-2019,May 2018 -  ,Florida International University ,Men's Basketball ,0.9943,0.0057,male
253,Baloga,Christopher,2018-2019,Sep 2010 -  ,Loyola University Maryland ,Men's Golf ,0.995,0.005,male
254,Balogun,Kathryn,2018-2019,Feb 2019 -  ,University of Texas at El Paso ,Women's Soccer ,0.0025,0.9975,female
255,Bambenek,Amy,2018-2019,Sep 2015 - May 2020 ,University of North Carolina Wilmington ,Women's Beach Volleyball ,0.0026,0.9974,female
256,Bambenek,Amy,2018-2019,Apr 2009 - May 2020 ,University of North Carolina Wilmington ,Women's Volleyball ,0.0026,0.9974,female
257,Banbury,Chelsea,2018-2019,Jul 2019 -  ,High Point University ,Women's Basketball ,0.0024,0.9976,female
258,Bandy,Kayla,2018-2019,Aug 2013 -  ,University of Maryland Eastern Shore ,Women's Bowling ,0.0016,0.9984,female
259,Banghart,Courtney,2018-2019,Jun 2019 -  ,"University of North Carolina, Chapel Hill ",Women's Basketball ,0.0723,0.9277,female
260,Banghart,Courtney,2018-2019,Jun 2007 - Jun 2019 ,Princeton University ,Women's Basketball ,0.0723,0.9277,female
261,Banks,Pauline,2018-2019,Aug 2009 -  ,Texas Southern University ,Women's Cross Country ,0.0037,0.9963,female
262,Banks,Pauline,2018-2019,Aug 2009 -  ,Texas Southern University ,"Women's Track, Indoor ",0.0037,0.9963,female
263,Banks,Pauline,2018-2019,Aug 2009 -  ,Texas Southern University ,"Women's Track, Outdoor ",0.0037,0.9963,female
264,Baranczyk,Jennie,2018-2019,May 2012 -  ,Drake University ,Women's Basketball ,0.0034,0.9966,female
265,Barany,Matt,2018-2019,Jun 2005 -  ,University of Richmond ,Women's Swimming and Diving ,0.9997,0.0003,male
266,Barber,Sam,2018-2019,Jun 2014 -  ,U.S. Air Force Academy ,Men's Wrestling ,0.9872,0.0128,male
267,Barbier,Bobby,2018-2019,Jul 2016 -  ,Northwestern State University ,Baseball ,0.9724,0.0276,male
268,Barboto,Fernando,2018-2019,Mar 2016 -  ,New Jersey Institute of Technology ,Men's Soccer ,0.9929,0.0071,male
269,Barcomb,Suzy,2018-2019,Jun 2016 -  ,Seattle University ,Women's Basketball ,0,1,female
270,Barefoot,Karen,2018-2019,Jun 2017 -  ,University of North Carolina Wilmington ,Women's Basketball ,0.0026,0.9974,female
271,Bareford,Robert,2018-2019,Oct 2018 -  ,Radford University ,Men's Tennis ,0.9959,0.0041,male
272,Bargfeldt,John,2018-2019,Sep 2005 - Jul 2019 ,The University of Tulsa ,Softball ,0.9961,0.0039,male
273,Barker,Stephanie,2018-2019,Aug 2007 -  ,Morehead State University ,Women's Golf ,0.0034,0.9966,female
274,Barker,Worley,2018-2019,Aug 2004 - Mar 2021 ,Texas Southern University ,Softball ,1,0,male
275,Barlok,Jeffrey,2018-2019,Sep 2018 -  ,College of the Holy Cross ,Men's Swimming and Diving ,0.9962,0.0038,male
276,Barlok,Jeffrey,2018-2019,Sep 2018 -  ,College of the Holy Cross ,Women's Swimming and Diving ,0.9962,0.0038,male
277,Barlow,Jim,2018-2019,Aug 2003 -  ,Princeton University ,Men's Soccer ,0.9966,0.0034,male
278,Barlow,Zach,2018-2019,Jul 2019 -  ,University of Michigan ,Men's Golf ,1,0,male
279,Barnard,Mark,2018-2019,Jul 2016 -  ,Oregon State University ,Women's Volleyball ,0.9967,0.0033,male
280,Barnes Arico,Kim,2018-2019,May 2012 -  ,University of Michigan ,Women's Basketball ,0.1546,0.8454,female
281,Barnes,Adia,2018-2019,May 2016 -  ,University of Arizona ,Women's Basketball ,0,1,female
282,Barnes,Bart,2018-2019,Sep 2017 -  ,Troy University ,Men's Golf ,0.9997,0.0003,male
283,Barnes,Jim,2018-2019,Aug 2016 -  ,Tulane University ,Women's Volleyball ,0.9966,0.0034,male
284,Barnes,John,2018-2019,Jul 2013 -  ,Youngstown State University ,Women's Basketball ,0.9961,0.0039,male
285,Barnes,Joseph,2018-2019,Nov 2018 - Oct 2020 ,Seattle University ,Men's Tennis ,0.9958,0.0042,male
286,Barnes,Joseph,2018-2019,Nov 2018 - Oct 2020 ,Seattle University ,Women's Tennis ,0.9958,0.0042,male
287,Barnes,Rick,2018-2019,Jun 2015 -  ,"University of Tennessee, Knoxville ",Men's Basketball ,0.9982,0.0018,male
288,Barnes,Rod,2018-2019,May 2011 -  ,"California State University, Bakersfield ",Men's Basketball ,1,0,male
289,Barnes,Sarah,2018-2019,Mar 2018 -  ,University of Miami (Florida) ,Women's Soccer ,0.0029,0.9971,female
290,Barnett,Brett,2018-2019,Feb 2015 -  ,University of South Dakota ,Women's Tennis ,0.9786,0.0214,male
291,Barnett,Brian,2018-2019,Sep 2016 -  ,Indiana University-Purdue University Indianapolis ,Men's Soccer ,0.9958,0.0042,male
292,Barnett,Keith,2018-2019,Jan 2019 -  ,U.S. Air Force Academy ,Women's Volleyball ,0.9948,0.0052,male
293,Barnum,Bruce,2018-2019,Feb 2015 -  ,Portland State University ,Football ,0.9965,0.0035,male
294,Barrera,Tim,2018-2019,Sep 1999 -  ,University of Northern Colorado ,Women's Soccer ,0.9975,0.0025,male
295,Barrett,David,2018-2019,Mar 2018 -  ,Fairfield University ,Women's Soccer ,0.9963,0.0037,male
296,Barrett,Drew,2018-2019,Aug 2005 -  ,Davidson College ,Men's Tennis ,0.9164,0.0836,male
297,Barrick,Houston,2018-2019,Sep 2017 -  ,University of Richmond ,Men's Tennis ,0.976,0.024,male
298,Barron,Richard,2018-2019,Apr 2018 -  ,University of Maine ,Men's Basketball ,0.9963,0.0037,male
299,Barroqueiro,Michael,2018-2019,Feb 2017 -  ,University of Delaware ,Women's Soccer ,0.9947,0.0053,male
300,Barroso,Joe,2018-2019,Aug 2005 -  ,Sacred Heart University ,Men's Soccer ,0.9745,0.0255,male
301,Barrow,Hillary,2018-2019,Sep 2018 -  ,Quinnipiac University ,Softball ,0.0284,0.9716,female
302,Barry,Jason,2018-2019,Oct 2013 -  ,Rider University ,Men's Golf ,0.9948,0.0052,male
303,Bartholomew,Tracey,2018-2019,Feb 2014 -  ,Columbia University-Barnard College ,Women's Soccer ,0.0852,0.9148,female
304,Bartlett,Megan C.,2018-2019,Aug 2015 -  ,Ball State University ,Softball ,NA,NA,female
305,Bartlett,Peter,2018-2019,Sep 2017 -  ,University of San Francisco ,Women's Tennis ,0.9966,0.0034,male
306,Barton,Jack,2018-2019,Jan 2010 -  ,Chicago State University ,Women's Tennis ,0.9969,0.0031,male
307,Barton,Jack,2018-2019,Jan 2010 -  ,Chicago State University ,Men's Tennis ,0.9969,0.0031,male
308,Bartram,Carter,2018-2019,Sep 2018 -  ,Wagner College ,Women's Fencing ,0.9725,0.0275,male
309,Bashor,Andy,2018-2019,Aug 2006 -  ,"University at Buffalo, the State University of New York ",Women's Swimming and Diving ,0.9881,0.0119,male
310,Bashore,Kayla,2018-2019,Mar 2019 -  ,"Indiana University, Bloomington ",Field Hockey ,0.0016,0.9984,female
311,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,"Women's Track, Indoor ",0.996,0.004,male
312,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,Women's Cross Country ,0.996,0.004,male
313,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,"Men's Track, Indoor ",0.996,0.004,male
314,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,"Men's Track, Outdoor ",0.996,0.004,male
315,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,Men's Cross Country ,0.996,0.004,male
316,Basler,Andrew,2018-2019,Oct 2018 -  ,University of Wisconsin-Milwaukee ,"Women's Track, Outdoor ",0.996,0.004,male
317,Bass,Dan,2018-2019,Sep 2015 - Sep 2020 ,"Fairleigh Dickinson University, Metropolitan Campus ",Women's Fencing ,0.9954,0.0046,male
318,Bastel Glaser,Emily,2018-2019,Jul 2012 -  ,University of Florida ,Women's Golf ,0.0021,0.9979,female
319,Basti,Jonathan,2018-2019,Aug 2013 -  ,Sacred Heart University ,Men's Lacrosse ,0.9954,0.0046,male
320,Bastron,Ashley,2018-2019,Apr 2018 - Sep 2019 ,Purdue University Fort Wayne ,Men's Cross Country ,0.016,0.984,female
321,Bastron,Ashley,2018-2019,Apr 2018 - Sep 2019 ,Purdue University Fort Wayne ,"Women's Track, Outdoor ",0.016,0.984,female
322,Bastron,Ashley,2018-2019,Apr 2018 - Sep 2019 ,Purdue University Fort Wayne ,Women's Cross Country ,0.016,0.984,female
323,Bastron,Ashley,2018-2019,Apr 2018 - Sep 2019 ,Purdue University Fort Wayne ,"Women's Track, Indoor ",0.016,0.984,female
324,Basye,Brittany,2018-2019,Aug 2012 -  ,Montana State University-Bozeman ,Women's Golf ,0.0029,0.9971,female
325,Batcheller,Jill,2018-2019,Aug 2018 -  ,Drexel University ,Women's Lacrosse ,0.0023,0.9977,female
326,Batchelor,Fred,2018-2019,May 2004 -  ,University of Maryland Eastern Shore ,Women's Basketball ,0.9952,0.0048,male
327,Bates,Mike,2018-2019,Oct 1995 -  ,St. Bonaventure University ,Men's Tennis ,0.9966,0.0034,male
328,Bates,Mike,2018-2019,Oct 1995 -  ,St. Bonaventure University ,Women's Tennis ,0.9966,0.0034,male
329,Batesole,Mike,2018-2019,Jul 2002 -  ,"California State University, Fresno ",Baseball ,0.9966,0.0034,male
330,Batie-Smoose,Melissa,2018-2019,May 2015 - Apr 2019 ,College of the Holy Cross ,Women's Volleyball ,0.0031,0.9969,female
331,Batiste,Summer,2018-2019,Aug 2017 -  ,University of Texas at San Antonio ,Women's Golf ,0.0026,0.9974,female
332,Baucom,Duggar,2018-2019,Apr 2015 -  ,The Citadel ,Men's Basketball ,NA,NA,male
333,Bauerle,Jack,2018-2019,Aug 1984 -  ,University of Georgia ,Men's Swimming and Diving ,0.9969,0.0031,male
334,Bauerle,Jack,2018-2019,Aug 1979 -  ,University of Georgia ,Women's Swimming and Diving ,0.9969,0.0031,male
335,Baughan,Matt,2018-2019,Aug 2003 -  ,Cornell University ,Men's Golf ,0.9997,0.0003,male
336,Bauman,Scott,2018-2019,Aug 2003 -  ,Southern Utah University ,Women's Gymnastics ,0.9964,0.0036,male
337,Baumgardner,Danielle,2018-2019,Aug 2016 - Jul 2020 ,Saint Louis University ,Field Hockey ,0.0049,0.9951,female
338,Baxter,Andrew,2018-2019,Jul 2019 -  ,Fairfield University ,Men's Lacrosse ,0.996,0.004,male
339,Baxter,Jeff,2018-2019,Feb 2018 - Jun 2020 ,University of Portland ,Women's Volleyball ,0.9977,0.0023,male
340,Bayley,Priscilla,2018-2019,Feb 2019 -  ,California Polytechnic State University ,Women's Cross Country ,0.0021,0.9979,female
341,Bayley,Priscilla,2018-2019,Aug 2018 - Sep 2018 ,University of Virginia ,Women's Cross Country ,0.0021,0.9979,female
342,Bazin,Norm,2018-2019,Jun 2011 -  ,University of Massachusetts Lowell ,Men's Ice Hockey ,1,0,male
343,Bazzani,Johnna,2018-2019,Feb 2019 -  ,Eastern Kentucky University ,Women's Volleyball ,0,1,female
344,Bazzani,Johnna,2018-2019,Feb 2019 -  ,Eastern Kentucky University ,Women's Beach Volleyball ,0,1,female
345,Beall,Marty,2018-2019,Feb 2018 -  ,University of Richmond ,Women's Soccer ,0.884,0.116,male
346,Beals,Greg,2018-2019,Jul 2010 -  ,The Ohio State University ,Baseball ,0.998,0.002,male
347,Beam,Rob,2018-2019,Apr 2007 -  ,Oakland University ,Women's Volleyball ,1,0,male
348,Bean,Stacey,2018-2019,Feb 2017 -  ,Virginia Commonwealth University ,Field Hockey ,0.0806,0.9194,female
349,Beard,Christopher,2018-2019,May 2016 -  ,Texas Tech University ,Men's Basketball ,0.995,0.005,male
350,Beard,Jeremy,2018-2019,Aug 2017 -  ,"California State University, Bakersfield ",Baseball ,0.9943,0.0057,male
351,Beard,Michael,2018-2019,Dec 2012 -  ,Pepperdine University ,Men's Golf ,0.9947,0.0053,male
352,Beasley,Frank,2018-2019,Oct 2017 -  ,George Mason University ,Men's Wrestling ,0.9953,0.0047,male
353,Beaty,David,2018-2019,Jan 2015 - Feb 2019 ,University of Kansas ,Football ,0.9963,0.0037,male
354,Beaver,Bret,2018-2019,Oct 2018 -  ,Western Carolina University ,Women's Tennis ,0.9917,0.0083,male
355,Bechard,Ray,2018-2019,Mar 1998 -  ,University of Kansas ,Women's Volleyball ,0.984,0.016,male
356,Becker,John,2018-2019,Jun 2011 -  ,University of Vermont ,Men's Basketball ,0.9961,0.0039,male
357,Beckerman,Todd,2018-2019,Aug 2013 -  ,Brown University ,Men's Wrestling ,0.996,0.004,male
358,Beckham,Mark,2018-2019,Aug 2007 -  ,University of Louisville ,Women's Tennis ,0.9967,0.0033,male
359,Beckwith,Paul,2018-2019,Sep 1994 -  ,Cornell University ,Women's Gymnastics ,0.996,0.004,male
360,Bedard,Brian,2018-2019,Jul 2006 -  ,Colorado State University ,"Men's Track, Outdoor ",0.9958,0.0042,male
361,Bedard,Brian,2018-2019,Jul 2006 -  ,Colorado State University ,"Women's Track, Outdoor ",0.9958,0.0042,male
362,Bedard,Brian,2018-2019,Jul 2006 -  ,Colorado State University ,"Women's Track, Indoor ",0.9958,0.0042,male
363,Bedard,Brian,2018-2019,Jul 2006 -  ,Colorado State University ,"Men's Track, Indoor ",0.9958,0.0042,male
364,Bedortha,Brad,2018-2019,Aug 2007 -  ,Northern Arizona University ,Women's Golf ,0.997,0.003,male
365,Beeler,Jeff,2018-2019,Aug 2008 -  ,Radford University ,Women's Golf ,0.9977,0.0023,male
366,Beeman,Laura,2018-2019,May 2012 -  ,"University of Hawaii, Manoa ",Women's Basketball ,0.003,0.997,female
367,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,Men's Cross Country ,NA,NA,male
368,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,"Men's Track, Indoor ",NA,NA,male
369,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,Women's Cross Country ,NA,NA,male
370,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,"Women's Track, Outdoor ",NA,NA,male
371,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,"Women's Track, Indoor ",NA,NA,male
372,Beene,Ritche,2018-2019,Aug 2008 -  ,Alabama State University ,"Men's Track, Outdoor ",NA,NA,male
373,Beguinet,Alex,2018-2019,Aug 1985 -  ,Duke University ,Women's Fencing ,0.9657,0.0343,male
374,Beguinet,Alex,2018-2019,Aug 1985 -  ,Duke University ,Men's Fencing ,0.9657,0.0343,male
375,Behn,Sarah,2018-2019,Jul 2014 - May 2020 ,Brown University ,Women's Basketball ,0.0029,0.9971,female
376,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,"Men's Track, Indoor ",1,0,male
377,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,"Women's Track, Outdoor ",1,0,male
378,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,"Men's Track, Outdoor ",1,0,male
379,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,"Women's Track, Indoor ",1,0,male
380,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,Women's Cross Country ,1,0,male
381,Behnke,JP,2018-2019,Oct 2018 -  ,University of Arkansas at Little Rock ,Men's Cross Country ,1,0,male
382,Beilein,John,2018-2019,May 2007 - Jun 2019 ,University of Michigan ,Men's Basketball ,0.9961,0.0039,male
383,Beilein,Patrick,2018-2019,May 2019 - Dec 2019 ,Niagara University ,Men's Basketball ,0.9955,0.0045,male
384,Beirne,Elisabeth,2018-2019,Aug 2017 -  ,Indiana University-Purdue University Indianapolis ,Softball ,0.0007,0.9993,female
385,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,"Women's Track, Outdoor ",0.9997,0.0003,male
386,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,"Men's Track, Outdoor ",0.9997,0.0003,male
387,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,"Women's Track, Indoor ",0.9997,0.0003,male
388,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,Women's Cross Country ,0.9997,0.0003,male
389,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,Men's Cross Country ,0.9997,0.0003,male
390,Belfield,Matt,2018-2019,Sep 2003 -  ,University of Vermont ,"Men's Track, Indoor ",0.9997,0.0003,male
391,Belichick,Amanda,2018-2019,Aug 2015 -  ,College of the Holy Cross ,Women's Lacrosse ,0.0026,0.9974,female
392,Belk,Molly,2018-2019,Aug 2017 - Feb 2019 ,Manhattan College ,Women's Swimming and Diving ,0.0023,0.9977,female
393,Belk,Molly,2018-2019,Aug 2017 - Feb 2019 ,Manhattan College ,Men's Swimming and Diving ,0.0023,0.9977,female
394,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,Women's Cross Country ,0.9985,0.0015,male
395,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,"Women's Track, Indoor ",0.9985,0.0015,male
396,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,Men's Cross Country ,0.9985,0.0015,male
397,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,"Men's Track, Indoor ",0.9985,0.0015,male
398,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,"Men's Track, Outdoor ",0.9985,0.0015,male
399,Bell,Brien,2018-2019,Aug 2018 -  ,Syracuse University ,"Women's Track, Outdoor ",0.9985,0.0015,male
400,Bell,Eric,2018-2019,Jan 2012 -  ,Texas Christian University ,Women's Soccer ,0.9947,0.0053,male
401,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,"Women's Track, Indoor ",0.9921,0.0079,male
402,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,"Women's Track, Outdoor ",0.9921,0.0079,male
403,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,"Men's Track, Outdoor ",0.9921,0.0079,male
404,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,Women's Cross Country ,0.9921,0.0079,male
405,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,"Men's Track, Indoor ",0.9921,0.0079,male
406,Bell,Jon,2018-2019,Sep 2007 -  ,Saint Louis University ,Men's Cross Country ,0.9921,0.0079,male
407,Bell,Mike,2018-2019,Aug 2018 -  ,University of Pittsburgh ,Baseball ,0.9966,0.0034,male
408,Bell,Walt,2018-2019,Feb 2019 -  ,"University of Massachusetts, Amherst ",Football ,1,0,male
409,Bellomy,Brooke,2018-2019,Aug 2016 -  ,Marshall University ,Women's Golf ,0.01,0.99,female
410,Belzung,Kristin,2018-2019,Feb 2017 -  ,Stony Brook University ,Women's Volleyball ,0.0085,0.9915,female
411,Benatti,Cesar,2018-2019,Aug 2016 -  ,"California State University, Bakersfield ",Women's Beach Volleyball ,0.9949,0.0051,male
412,Benben,Rick,2018-2019,Feb 1998 - Feb 2020 ,University of Missouri-Kansas City ,Men's Soccer ,0.9982,0.0018,male
